date,close,volume,margin_balance,turnover_value,foreign_net,investment_trust_net,dealer_net,margin_maintenance_pct,margin_top10_concentration_pct,margin_hhi,margin_top3_industry_concentration_pct,short_margin_ratio_pct,high_margin_cap_exposure_pct
2024-03-05,19386.92,8130039078.0,259427370000.0,434737914006.0,5857463944.0,2826250187.0,-1737304896.0,177.5157,20.8584,74.6811,54.7444,3.346,4.2229
2024-03-06,19499.45,8275991420.0,260731246000.0,424946730059.0,-1135976946.0,2611603982.0,-1615255043.0,176.9492,20.4699,73.0609,54.4505,3.3769,4.2953
2024-03-07,19693.52,9410905277.0,260291774000.0,519787748111.0,11952627025.0,2819973892.0,-5656182360.0,174.3293,20.2875,72.9787,54.4775,3.2475,3.6811
2024-03-08,19785.32,10441231662.0,255485990000.0,589536537710.0,43236252450.0,234502984.0,-2899333026.0,170.77,20.1889,73.4019,54.8289,3.063,4.0582
2024-03-11,19726.08,7833500763.0,259204020000.0,414340922022.0,-4607296393.0,2640693887.0,2682159963.0,172.2484,20.7151,75.5692,54.7655,3.0286,4.1456
2024-03-12,19914.55,8460730583.0,265284534000.0,467124722024.0,5811657898.0,780828523.0,9653941143.0,173.7679,21.3059,76.8207,53.9635,2.9945,4.2409
2024-03-13,19928.51,9706968613.0,263637637000.0,552352937940.0,6984700292.0,6525779824.0,-8718042638.0,170.3611,20.7092,74.2744,52.8049,2.8176,4.1116
2024-03-14,19937.92,8827167427.0,263153321000.0,489766145159.0,507901307.0,1387904649.0,-7022523001.0,169.4758,20.6124,74.2672,52.6491,2.7313,3.8393
2024-03-15,19682.5,9670515104.0,266198701000.0,570821380572.0,-11716251664.0,2089574058.0,-3993365894.0,168.8882,21.6958,79.0622,52.7809,2.5917,3.325
2024-03-18,19879.85,7757012558.0,269745664000.0,427419350411.0,-8634473075.0,13206964623.0,392809841.0,171.5041,21.9904,81.2037,52.3654,2.3682,4.0469
2024-03-19,19857.2,8621957387.0,272006801000.0,472044684305.0,-21569097673.0,27893876494.0,-1369152873.0,170.847,21.188,77.189,52.5389,2.2208,3.8951
2024-03-20,19784.45,10021992787.0,273262861000.0,532380770407.0,-26975893925.0,15842018380.0,-9813545272.0,169.8704,21.1532,77.13,52.3779,2.0828,3.872
2024-03-21,20199.09,9714309641.0,277077501000.0,494379415922.0,18364211663.0,11222002382.0,6144459638.0,172.1611,21.3427,78.5503,51.8308,1.9704,4.1552
2024-03-22,20228.43,9739588799.0,277985694000.0,506545814070.0,2436810139.0,3600842447.0,1310470235.0,173.1075,21.1864,78.1937,51.5487,1.7032,4.0994
2024-03-25,20192.25,7774647172.0,279508015000.0,376836417981.0,-9264465264.0,2593797310.0,1050005825.0,173.6786,20.7158,76.3493,51.0959,1.6443,4.1965
2024-03-26,20126.49,9364343444.0,276395122000.0,493908564652.0,-5425339719.0,5655175623.0,-6094457664.0,170.8089,20.606,75.1913,50.9559,1.7168,4.3738
2024-03-27,20200.12,7726443586.0,279423806000.0,392018178269.0,-6891366447.0,8707023383.0,1676513076.0,171.5979,20.6473,75.7125,50.4121,1.7384,4.726
